"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,29.9,29.9,70.1,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","NA NA","NA NA","NA NA"
2,43.2,43.2,56.8,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","In Affoltern am Albis hat die Stimmbevölkerung den höheren Frontex-Beitrag abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 56,8 Prozent verworfen. NA","A Affoltern am Albis, les habitants sont défavorables au renforcement de la participation de la Suisse à Frontex avec 56,8 pour cent de non. NA","NA NA"
3,45.6,45.6,54.4,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","In Bonstetten hat die Stimmbevölkerung den höheren Frontex-Beitrag abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 54,4 Prozent verworfen. NA","A Bonstetten, les habitants sont défavorables au renforcement de la participation de la Suisse à Frontex avec 54,4 pour cent de non. NA","NA NA"
4,36.5,36.5,63.5,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","Nein zum höheren Frontex-Beitrag in Hausen am Albis: Mit 5'086 Nein- zu 2'922 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 63,5 Prozent. Hausen am Albis hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Le renforcement de la participation de la Suisse à Frontex échoue à Hausen am Albis avec 63,5 pour cent de non. Hausen am Albis a rejeté la modification de la loi, contrairement à son canton.","NA NA"
5,91.6,91.6,8.4,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Ja zum höheren Frontex-Beitrag in Hedingen: Mit 91,6 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Hedingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants de Hedingen approuvent le renforcement de la participation de la Suisse à Frontex avec 91,6 pour cent de oui. Hedingen a approuvé la modification de la loi, tout comme son canton.","NA NA"
6,12.9,12.9,87.1,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","In Kappel am Albis hat die Stimmbevölkerung den höheren Frontex-Beitrag abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 87,1 Prozent verworfen. NA","A Kappel am Albis, les habitants sont défavorables au renforcement de la participation de la Suisse à Frontex avec 87,1 pour cent de non. NA","NA NA"
7,32.7,32.7,67.3,"Knonau ZH","Knonau (ZH)","Knonau ZH","In Knonau hat der höhere Frontex-Beitrag keine Mehrheit gefunden. Auf 67,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Knonau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les habitants de Knonau rejettent le renforcement de la participation de la Suisse à Frontex avec 67,3 pour cent de non. Knonau a rejeté la modification de la loi, contrairement à son canton.","NA NA"
8,41.7,41.7,58.3,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","Nein zum höheren Frontex-Beitrag in Maschwanden: Mit 7'303 Nein- zu 5'223 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 58,3 Prozent. Maschwanden hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Le renforcement de la participation de la Suisse à Frontex échoue à Maschwanden avec 58,3 pour cent de non. Maschwanden a rejeté la modification de la loi, contrairement à son canton.","NA NA"
9,83.2,83.2,16.8,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Die Gemeinde Mettmenstetten hat den höheren Frontex-Beitrag mit 83,2 Prozent angenommen. NA","A Mettmenstetten, les habitants disent oui à 83,2 pour cent au renforcement de la participation de la Suisse à Frontex. NA","NA NA"
10,10.6,10.6,89.4,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","89,4 Prozent der Stimmbürgerinnen und Stimmbürger von Obfelden sagen Nein zum höheren Frontex-Beitrag. NA","Les habitants d'Obfelden s'opposent au renforcement de la participation de la Suisse à Frontex avec 89,4 pour cent de non. NA","NA NA"
11,69.4,69.4,30.6,"Ottenbach ZH","Ottenbach (ZH)","Ottenbach ZH","Ja zum höheren Frontex-Beitrag in Ottenbach: Mit 69,4 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Ottenbach hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants d'Ottenbach approuvent le renforcement de la participation de la Suisse à Frontex avec 69,4 pour cent de oui. Ottenbach a approuvé la modification de la loi, tout comme son canton.","NA NA"
12,62.3,62.3,37.7,"Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","Ja zum höheren Frontex-Beitrag in Rifferswil: Mit 62,3 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Rifferswil hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants de Rifferswil approuvent le renforcement de la participation de la Suisse à Frontex avec 62,3 pour cent de oui. Rifferswil a approuvé la modification de la loi, tout comme son canton.","NA NA"
13,4.2,4.2,95.8,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","Nein zum höheren Frontex-Beitrag in Stallikon: Mit 8'465 Nein- zu 373 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 95,8 Prozent. Stallikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Le renforcement de la participation de la Suisse à Frontex échoue à Stallikon avec 95,8 pour cent de non. Stallikon a rejeté la modification de la loi, contrairement à son canton.","NA NA"
14,93.6,93.6,6.4,"Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","NA NA","NA NA","NA NA"
1001,72.5,72.5,27.5,"Doppleschwand LU","Doppleschwand (LU)","Doppleschwand LU","72,5 Prozent der Stimmbürgerinnen und Stimmbürger von Doppleschwand haben einem höheren Frontex-Beitrag zugestimmt. NA","Les électeurs de Doppleschwand valident le renforcement de la participation de la Suisse à Frontex avec 72,5 pour cent de oui. NA","NA NA"
1002,31.2,31.2,68.8,"Entlebuch LU","Entlebuch (LU)","Entlebuch LU","Nein zum höheren Frontex-Beitrag in Entlebuch. Die Gemeinde hat die Vorlage mit 68,8 Prozent abgelehnt. Entlebuch hat damit anders abgestimmt als der Kanton Luzern, der die Vorlage angenommen hat.","A Entlebuch, les habitants disent non à 68,8 pour cent au renforcement de la participation de la Suisse à Frontex. Entlebuch a rejeté la modification de la loi, contrairement à son canton.","NA NA"
1004,38.3,38.3,61.7,"Flühli LU","Flühli (LU)","Flühli LU","61,7 Prozent der Stimmbürgerinnen und Stimmbürger von Flühli sagen Nein zum höheren Frontex-Beitrag. NA","Les habitants de Flühli s'opposent au renforcement de la participation de la Suisse à Frontex avec 61,7 pour cent de non. NA","NA NA"
