"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
3001,62.7,62.7,37.3,"Herisau AR","Herisau (AR)","Herisau AR","Herisau hat der Änderung des Filmgesetzes zugestimmt und zwar mit 8'859 Ja zu 5'261 Nein. Die entspricht einem Ja-Stimmen-Anteil von 62,7 Prozent. Herisau hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","A Herisau, les habitants ont soutenu avec 62,7 pour cent des voix la nouvelle loi sur le cinéma. Herisau a accepté cette modification, contrairement à son canton.","Da Herisau è arrivato un ""sì"" alle urne per la legge sul cinema. I cittadini hanno accolto il testo con il 62,7 percento dei voti. Il comune di Herisau approvando la legge è andato controcorrente rispetto al suo cantone."
3002,52.8,52.8,47.2,"Hundwil AR","Hundwil (AR)","Hundwil AR","Ja zur Änderung des Filmgesetzes: Hundwil hat die Vorlage mit 52,8 Prozent der Stimmen angenommen. Hundwil hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","Les citoyens de Hundwil disent oui à la modification de la loi sur le cinéma avec 52,8 pour cent des voix. Hundwil a accepté cette modification, contrairement à son canton.","A Hundwil i cittadini hanno accolto, con il 52,8 percento dei voti, la legge sul cinema. Il comune di Hundwil approvando la legge è andato controcorrente rispetto al suo cantone."
3003,72.4,72.4,27.6,"Schönengrund AR","Schönengrund (AR)","Schönengrund AR","72,4 Prozent der Stimmbürgerinnen und Stimmbürger von Schönengrund haben für die Änderung des Filmgesetzes gestimmt. Schönengrund hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","Les citoyens de Schönengrund sont favorables à la loi modifiée sur le cinéma. Ils ont voté à 72,4 pour cent en faveur du projet du Conseil fédéral et du Parlement. Schönengrund a accepté cette modification, contrairement à son canton.","Nel comune di Schönengrund la legge sul cinema è stata approvata con il 72,4 percento dei voti. Il comune di Schönengrund approvando la legge è andato controcorrente rispetto al suo cantone."
3004,78.7,78.7,21.3,"Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","Schwellbrunn hat mit 78,7 Prozent Ja gesagt zur ""Lex Netflix"". Schwellbrunn hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","La commune de Schwellbrunn veut une nouvelle loi sur le cinéma. Elle a accepté la ""Lex Netflix"" par 78,7 pour cent des voix. Schwellbrunn a accepté cette modification, contrairement à son canton.","Nel comune di Schwellbrunn la legge sul cinema è stata accettata con il 78,7 percento dei voti. Il comune di Schwellbrunn approvando la legge è andato controcorrente rispetto al suo cantone."
3005,45.9,45.9,54.1,"Stein AR","Stein (AR)","Stein AR","54,1 Prozent Stimmbürgerinnen und Stimmbürger von Stein AR haben Nein gesagt zur ""Lex Netflix"". Stein AR hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Stein (AR) s'oppose à la modification de la loi sur le cinéma. La commune a dit non à 54,1 pour cent au projet soutenu par le Conseil fédéral et le Parlement. Stein (AR) a rejeté la modification, tout comme son canton.","I cittadini di Stein AR si sono espressi contro la legge sul cinema. Il testo è stato respinto con il 54,1 percento dei voti. Il comune di Stein AR bocciando la legge si è espresso come il suo cantone."
3006,74.4,74.4,25.6,"Urnäsch AR","Urnäsch (AR)","Urnäsch AR","Urnäsch hat mit 74,4 Prozent Ja gesagt zur ""Lex Netflix"". Urnäsch hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","La commune d'Urnäsch veut une nouvelle loi sur le cinéma. Elle a accepté la ""Lex Netflix"" par 74,4 pour cent des voix. Urnäsch a accepté cette modification, contrairement à son canton.","Nel comune di Urnäsch la legge sul cinema è stata accettata con il 74,4 percento dei voti. Il comune di Urnäsch approvando la legge è andato controcorrente rispetto al suo cantone."
3007,63.7,63.7,36.3,"Waldstatt AR","Waldstatt (AR)","Waldstatt AR","63,7 Prozent der Stimmbürgerinnen und Stimmbürger von Waldstatt haben Ja gesagt zur Änderung des Filmgesetzes. Waldstatt hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","Les citoyens de Waldstatt valident avec 63,7 pour cent de oui la loi sur le cinéma. Waldstatt a accepté cette modification, contrairement à son canton.","Con il 63,7 percento di ""sì"", i cittadini del comune di Waldstatt hanno accolto la legge sul cinema. Il comune di Waldstatt approvando la legge è andato controcorrente rispetto al suo cantone."
3021,75.1,75.1,24.9,"Bühler AR","Bühler (AR)","Bühler AR","Ja zur Änderung des Filmgesetzes: Bühler hat die Vorlage mit 75,1 Prozent der Stimmen angenommen. Bühler hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","Les citoyens de Bühler disent oui à la modification de la loi sur le cinéma avec 75,1 pour cent des voix. Bühler a accepté cette modification, contrairement à son canton.","A Bühler i cittadini hanno accolto, con il 75,1 percento dei voti, la legge sul cinema. Il comune di Bühler approvando la legge è andato controcorrente rispetto al suo cantone."
3022,84.3,84.3,15.7,"Gais AR","Gais (AR)","Gais AR","Die ""Lex Netflix"" ist in Gais mit 8'873 Ja zu 1'658 Nein angenommen worden. Die entspricht 84,3 Prozent der Stimmen. Gais hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","A Gais, les habitants sont favorables à la loi sur le cinéma. Ils ont dit oui à 84,3 pour cent à la ""Lex Netflix"". Gais a accepté cette modification, contrairement à son canton.","I cittadini di Gais si sono espressi a favore della legge sul cinema. Il testo è stato approvato con il 84,3 percento dei voti. Il comune di Gais approvando la legge è andato controcorrente rispetto al suo cantone."
3023,29.5,29.5,70.5,"Speicher AR","Speicher (AR)","Speicher AR","In Speicher hat die ""Lex Netflix"" keine Mehrheit gefunden: 70,5 Prozent haben es abgelehnt. Speicher hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","La commune de Speicher a rejeté par 70,5 pour cent des voix la nouvelle loi sur le cinéma. Speicher a rejeté la modification, tout comme son canton.","A Speicher i cittadini hanno respinto, con il 70,5 percento dei voti, la legge sul cinema. Il comune di Speicher bocciando la legge si è espresso come il suo cantone."
