"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
3001,53.8,53.8,46.2,"Herisau AR","Herisau (AR)","Herisau AR","Herisau hat der Änderung des Filmgesetzes zugestimmt und zwar mit 1'927 Ja zu 1'653 Nein. Die entspricht einem Ja-Stimmen-Anteil von 53,8 Prozent. Herisau hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","A Herisau, les habitants ont soutenu avec 53,8 pour cent des voix la nouvelle loi sur le cinéma. Herisau a approuvé la modification, tout comme son canton.","Da Herisau è arrivato un ""sì"" alle urne per la legge sul cinema. I cittadini hanno accolto il testo con il 53,8 percento dei voti. Il comune di Herisau approvando la legge si è espresso come il suo cantone."
3002,37.8,37.8,62.2,"Hundwil AR","Hundwil (AR)","Hundwil AR","In Hundwil hat die ""Lex Netflix"" keine Mehrheit gefunden: 62,2 Prozent haben es abgelehnt. Hundwil hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","La commune de Hundwil a rejeté par 62,2 pour cent des voix la nouvelle loi sur le cinéma. Hundwil a refusé la modification, contrairement à son canton.","A Hundwil i cittadini hanno respinto, con il 62,2 percento dei voti, la legge sul cinema. Il comune di Hundwil respingendo la legge è andato controcorrente rispetto al suo cantone."
3003,41.8,41.8,58.2,"Schönengrund AR","Schönengrund (AR)","Schönengrund AR","58,2 Prozent Stimmbürgerinnen und Stimmbürger von Schönengrund haben Nein gesagt zur ""Lex Netflix"". Schönengrund hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","Schönengrund s'oppose à la modification de la loi sur le cinéma. La commune a dit non à 58,2 pour cent au projet soutenu par le Conseil fédéral et le Parlement. Schönengrund a refusé la modification, contrairement à son canton.","I cittadini di Schönengrund si sono espressi contro la legge sul cinema. Il testo è stato respinto con il 58,2 percento dei voti. Il comune di Schönengrund respingendo la legge è andato controcorrente rispetto al suo cantone."
3004,48.3,48.3,51.7,"Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","Die Gemeinde Schwellbrunn ist gegen die Änderung des Filmgesetzes: Sie hat die Vorlage mit 51,7 Prozent Nein verworfen. Schwellbrunn hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","Les citoyens de Schwellbrunn refusent la nouvelle loi sur le cinéma. Ils ont rejeté la modification de la loi par 51,7 pour cent des voix. Schwellbrunn a refusé la modification, contrairement à son canton.","Nel comune di Schwellbrunn la legge sul cinema è stata bocciata con il 51,7 percento dei voti. Il comune di Schwellbrunn respingendo la legge è andato controcorrente rispetto al suo cantone."
3005,52.3,52.3,47.7,"Stein AR","Stein (AR)","Stein AR","52,3 Prozent der Stimmbürgerinnen und Stimmbürger von Stein AR haben für die Änderung des Filmgesetzes gestimmt. Stein AR hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les citoyens de Stein (AR) sont favorables à la loi modifiée sur le cinéma. Ils ont voté à 52,3 pour cent en faveur du projet du Conseil fédéral et du Parlement. Stein (AR) a approuvé la modification, tout comme son canton.","Nel comune di Stein AR la legge sul cinema è stata approvata con il 52,3 percento dei voti. Il comune di Stein AR approvando la legge si è espresso come il suo cantone."
3006,38.4,38.4,61.6,"Urnäsch AR","Urnäsch (AR)","Urnäsch AR","Die Gemeinde Urnäsch ist gegen die Änderung des Filmgesetzes: Sie hat die Vorlage mit 61,6 Prozent Nein verworfen. Urnäsch hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","Les citoyens d'Urnäsch refusent la nouvelle loi sur le cinéma. Ils ont rejeté la modification de la loi par 61,6 pour cent des voix. Urnäsch a refusé la modification, contrairement à son canton.","Nel comune di Urnäsch la legge sul cinema è stata bocciata con il 61,6 percento dei voti. Il comune di Urnäsch respingendo la legge è andato controcorrente rispetto al suo cantone."
3007,51.5,51.5,48.5,"Waldstatt AR","Waldstatt (AR)","Waldstatt AR","51,5 Prozent der Stimmbürgerinnen und Stimmbürger von Waldstatt haben Ja gesagt zur Änderung des Filmgesetzes. Waldstatt hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les citoyens de Waldstatt valident avec 51,5 pour cent de oui la loi sur le cinéma. Waldstatt a approuvé la modification, tout comme son canton.","Con il 51,5 percento di ""sì"", i cittadini del comune di Waldstatt hanno accolto la legge sul cinema. Il comune di Waldstatt approvando la legge si è espresso come il suo cantone."
3021,44.1,44.1,55.9,"Bühler AR","Bühler (AR)","Bühler AR","In Bühler hat die ""Lex Netflix"" keine Mehrheit gefunden: 55,9 Prozent haben es abgelehnt. Bühler hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage angenommen hat.","La commune de Bühler a rejeté par 55,9 pour cent des voix la nouvelle loi sur le cinéma. Bühler a refusé la modification, contrairement à son canton.","A Bühler i cittadini hanno respinto, con il 55,9 percento dei voti, la legge sul cinema. Il comune di Bühler respingendo la legge è andato controcorrente rispetto al suo cantone."
3022,53.7,53.7,46.3,"Gais AR","Gais (AR)","Gais AR","Die ""Lex Netflix"" ist in Gais mit 492 Ja zu 424 Nein angenommen worden. Die entspricht 53,7 Prozent der Stimmen. Gais hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","A Gais, les habitants sont favorables à la loi sur le cinéma. Ils ont dit oui à 53,7 pour cent à la ""Lex Netflix"". Gais a approuvé la modification, tout comme son canton.","I cittadini di Gais si sono espressi a favore della legge sul cinema. Il testo è stato approvato con il 53,7 percento dei voti. Il comune di Gais approvando la legge si è espresso come il suo cantone."
3023,57,57,43,"Speicher AR","Speicher (AR)","Speicher AR","Ja zur Änderung des Filmgesetzes: Speicher hat die Vorlage mit 57 Prozent der Stimmen angenommen. Speicher hat damit gleich wie der Kanton Appenzell Ausserrhoden Ja gesagt zu dieser Vorlage.","Les citoyens de Speicher disent oui à la modification de la loi sur le cinéma avec 57 pour cent des voix. Speicher a approuvé la modification, tout comme son canton.","A Speicher i cittadini hanno accolto, con il 57 percento dei voti, la legge sul cinema. Il comune di Speicher approvando la legge si è espresso come il suo cantone."
